INSTNM,STABBR,MAIN,PREDDEG,CONTROL,CCBASIC,UG12MN,G12MN,PPTUG_EF,COSTT4,C150,CDR2,CDR3,COMP_ORIG_YR4_RT,DEBT_MDN,COMPL_RPY_1YR_RT,PPLUS_PCT_LOW,PPLUS_PCT_HIGH,PLUS_DEBT_INST_MD,PLUS_DEBT_INST_N,PCTPELL,PCTFLOAN,GRAD_DEBT_MDN10YR_SUPP,GRAD_DEBT_MDN,MD_EARN_WNE_P6,PCT10_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,PCT90_EARN_WNE_P6,RPY_1YR_RT,RPY_3YR_RT_SUPP,LOAN_YR4_RT,NPT4,WDRAW_ORIG_YR2_RT,RET_FT4,COUNT_NWNE_P6,COUNT_WNE_P6,LOAN_YR4_N,NOLOAN_YR4_N,PELL_YR4_N,NOPELL_YR4_N,SD_EARN_WNE_P10,MN_EARN_WNE_P10,GT_28K_P6,NUM4
Collin County Community College District,TX,1,2,1,2,45468,0,0.6024,10317,0.1615,0.109,0.151,0.129263524,4500,0.534351145,0,5,6066,57,0.1687,0.0976,87.9872975,8478,31800,6600,18300,47200,58900,0.304256691,0.369040342,0.5922225,5992,0.42695388,0.6645,413,3019,2726,1877,3741,862,33000,41600,0.568,1157
Owensboro Community and Technical College,KY,1,1,1,6,5286,0,0.4759,11045,0.3803,0.209,0.158,0.237258348,5728,0.41958042,0,5,,,0.3842,0.1579,81.74993423,7877,24400,4100,13700,36800,52400,0.288678127,0.332564842,0.4920914,5132,0.522673031,0.6082,248,1376,560,578,1013,125,24600,31600,0.42,318
Jenny Lea Academy of Cosmetology,KY,1,1,3,-2,43,0,0.35,12861,1,0,,,,,,,,,0.8605,0,,,,,,,,,,0,7789,,0.9333,,,,,,,,,,9
Empire Beauty School-Hurstborne,KY,0,1,3,-2,136,0,0.2368,18302,0.5,0.141,0.151,0.470502549,8424,0.310782241,5,15,4630,444,0.7794,0.8529,118.5617937,11424,15900,2800,9000,30000,35700,0.245302714,0.27412731,0.8747269,14404,0.313242009,0.7333,94,257,1201,172,1269,104,17200,22700,0.276,29
Cloyd's Beauty School 3 Inc,LA,1,1,3,-2,97,0,0,11640,0.7333,0,,,,,,,,,0.5567,0,,,,,,,,,,0,5719,,0.76,,,,,,,,,,7
Moore Norman Technology Center,OK,1,1,1,-2,2353,0,0.5935,13238,0.372,0.214,,0.516339869,,,,,,,0.0548,0,,,27600,5600,14200,42100,57100,,,0,7675,0.282758621,0.4907,52,209,,,,,24900,35200,0.493,17
Fayette County Career & Technical Institute Practical Nursing Program,PA,1,1,1,-2,122,0,0,14286,0.8182,0.036,0.1,,11314,,0,10,,,0.8607,0.7131,121.6856645,11725,37800,,,,,0.467889908,0.451327434,0,9165,,1,,,,,43,12,20300,39200,0.731,15
Franklin County Career and Technology Center,PA,1,1,1,-2,103,0,0,26978,0.7692,0.038,0.037,,9500,0.606060606,0,5,,,0.2816,0.4175,153.18383,14760,,,,,,0.625,0.615384615,0,23050,,0.8025,,,,,36,12,20700,38400,,37
Paul Mitchell the School-Knoxville,TN,1,1,3,-2,244,0,0.1638,20668,0.5833,0,0.205,0.551181102,9587,0.364779874,5,15,6709,35,0.6107,0.6434,136.6926982,13171,,,,,,0.28515625,0.317829457,0,16775,,0.5,,,,,113,14,,,,22
Ogle School Hair Skin Nails-Hurst,TX,1,1,3,-2,237,0,0.3354,18241,0.6214,0.129,0.123,0.68404908,7706,0.365248227,5,10,5591,128,0.6287,0.6582,82.16506656,7917,19200,2900,7900,31300,46900,0.312342569,0.33,0.8650307,15300,0.252083333,0.8778,59,231,282,44,277,49,26700,25100,0.316,146
FIDM-Fashion Institute of Design & Merchandising-San Diego,CA,0,2,3,13,78,0,0.0758,46456,0.7,0.049,0.065,0.722551929,12000,0.65278334,25,30,40804,1267,0.4697,0.7424,147.0294932,14167,33900,5900,19200,50000,61500,0.560147407,0.62595226,0.9599407,38816,0.141402715,0.7429,440,3305,1294,54,766,582,32500,42400,0.613,28
Tennessee College of Applied Technology Nashville,TN,1,1,1,-2,1492,0,0.1824,14484,0.6984,0.184,0.181,0.523504274,,,,,,,0.4303,0,,,24900,3200,13200,39000,47800,0.272727273,0.375,0,8946,0.315565032,0.6632,96,475,,,,,20200,30500,0.448,43
ECPI University,VA,1,2,3,19,17867,343,0,25220,0.4859,0.08,0.137,0.490558767,13228,0.344483568,0,10,8544,1284,0.5252,0.5187,207.5661654,20000,29000,6500,17200,42700,59000,0.274513993,0.326870961,0.8429672,20554,0.33826968,0.4802,1127,8366,4375,815,4411,779,28300,39300,0.523,1104
Branford Hall Career Institute-Jersey City,NJ,0,1,3,-2,414,0,0,24102,0.4759,0.109,0.294,0.577675489,7294,0.393429487,0,10,3696,68,0.7609,0.3792,86.27487664,8313,24000,5100,12700,37900,59700,0.344390832,0.372106825,0.9090909,19070,0.360377358,0.4444,435,2241,790,79,744,125,33200,42800,0.425,236
Paul Mitchell the School-Houston,TX,1,1,3,-2,647,0,0.2187,23037,0.6667,0.125,0.045,0.68159204,9500,0.425,0,10,8411,103,0.6244,0.5858,134.9180075,13000,22000,,10800,38200,,0.345177665,0.37593985,0.9452736,19292,0.265993266,0.8158,41,190,190,11,164,37,14800,19600,0.405,91
TDDS Technical Institute,OH,1,1,3,-2,469,0,0,13470,0.7547,0.01,0.126,0.692579505,5066,0.436746988,0,5,3658,27,0.6397,0.7036,52.57650969,5066,35500,5400,19700,49200,50800,0.37244898,0.406143345,0.8904594,11862,0.24535316,0.8598,88,368,252,31,249,34,21700,36400,0.647,238
Fortis Institute-Forty Fort,PA,1,1,3,10,274,0,0,22604,0.5422,0.118,0.228,0.659459459,6333,0.37164751,5,10,4808,47,0.7333,0.6364,65.72582627,6333,21400,2900,10600,30900,36000,0.311557789,0.35839599,0.9081081,18045,,0.4857,131,591,168,17,158,27,16900,24400,0.31,34
Laurel Business Institute,PA,1,1,3,8,394,0,0.0609,13760,0.6933,0.115,0.069,0.611428571,8265,0.514124294,5,10,6018,53,0.7395,0.7941,106.9173318,10302,20500,2500,10900,31000,37800,0.401433692,0.466431095,0.9314286,7050,0.230769231,0.7143,67,263,163,12,148,27,20300,25200,0.3,98
Aviation Institute of Maintenance-Philadelphia,PA,1,1,3,-2,563,0,0.31,26696,0.5424,0.205,0.185,0.468085106,17100,0.255506608,0,5,,,0.6339,0.7492,293.1872086,28250,27400,6100,11800,48400,70400,0.237209302,0.318604651,0.8340426,21550,0.383399209,0.8431,73,284,196,39,211,24,32900,43300,0.493,39
Carrington College-Phoenix East,AZ,0,2,3,10,496,0,0.0641,30485,0.7838,0.154,0.181,0.714285714,9102,0.343937575,0,5,6506,332,0.3508,0.4415,97.54571942,9399,25200,4100,13900,36500,44300,0.294832827,0.329336188,0.9001579,25668,0.221559438,0.3889,976,5027,2281,253,2287,247,21000,27200,0.435,37
Dorsey School of Business-Roseville,MI,0,1,3,-2,1090,0,0,34128,0.3636,0.145,0.22,0.504389816,9500,0.209967697,0,10,5339,410,0.9284,0.9154,134.9180075,13000,19600,4000,11200,29300,35300,0.164478573,0.20510931,0.8775241,25064,0.393686979,0.4403,494,1877,1999,279,2183,95,17500,24700,0.284,126
Moler-Pickens Beauty Academy,OH,1,1,3,-2,84,0,0.5067,17334,0.7719,0.17,0.166,0.452380952,4750,,0,5,,,0.9286,0.9286,65.72582627,6333,14900,,,,,0.131868132,0.164835165,0.547619,11803,0.37037037,0.5484,25,51,23,19,,,17300,20400,0.176,32
Red River Technology Center,OK,1,1,1,-2,540,0,0.8945,0,0.625,0,,0.552631579,,,,,,,0.1444,0,,,19400,3200,,,45800,,,0,0,,0.5,34,91,,,,,23100,29800,0.352,0
Southern Union State Community College,AL,1,1,1,4,7132,0,0.4068,14688,0.2671,0.16,0.162,0.170762445,5500,0.534722222,0,5,5000,39,0.3871,0.2017,99.49684137,9587,25300,5000,15100,38100,50400,0.325903615,0.373227453,0.4845621,9230,0.47277937,0.6436,238,1849,769,818,1397,190,27100,35100,0.436,613
South University-Columbia,SC,0,3,3,19,1268,482,0.2711,29119,0.2273,0.174,0.116,0.166159696,13786,0.386992275,0,5,9399,627,0.5769,0.6588,261.1805059,25166,26900,7600,14100,43500,74600,0.192723315,0.254758584,0.6722433,22629,0.376405255,0,2704,11327,7072,3448,9160,1360,31500,40200,0.478,6
Clinton Technical School,MO,1,1,1,-2,43,0,0,17912,0.9167,0.238,0.046,,13224,,0,10,,,0.6977,0.7442,,,,,,,,0.454545455,0.441860465,0,13215,,1,,,,,,,,,,10
Greene County Career and Technology Center,PA,1,1,1,-2,43,0,0,23481,0.6667,0.176,0.172,,13064,,5,15,,,0.3721,0.8605,,,,,,,,0.4,0.382978723,0,16716,,0.4,,,,,,,,,,10
Lac Courte Oreilles Ojibwe College,WI,1,2,1,33,315,0,0.4516,11490,0.0303,,,,,,,,,,0.7586,0,,,14900,1700,5200,25800,33500,,,0,2247,0.682242991,0.6667,61,187,,,,,17800,22100,0.198,18
Diesel Driving Academy-Shreveport,LA,1,1,3,-2,294,0,0,17348,0.6954,0.06,0.113,0.753846154,6333,0.556363636,0,5,,13,0.8265,0.8844,65.72582627,6333,28900,9000,14100,47700,62700,0.520958084,0.453453454,0.9025641,13671,0.270642202,0,74,443,176,19,183,12,,,0.512,213
Pima Medical Institute-Mesa,AZ,0,1,3,10,1578,0,0,24952,0.7492,0.062,0.07,0.769309838,8645,0.4734714,5,10,4836,2128,0.4651,0.6204,98.59392855,9500,26700,4600,14800,38200,50600,0.428494292,0.462620002,0.8995595,21738,0.157748221,0.7204,1767,8268,6126,684,5465,1345,22900,30600,0.466,285
Platt College-Los Angeles,CA,1,2,3,26,1025,0,0,29201,0.6375,0.092,0.048,0.760613208,16429,0.304347826,5,10,7159,373,0.5997,0.6934,204.7951571,19733,25000,6900,12500,36800,50300,0.274881517,0.341960784,0.9268868,23953,0.190997567,0,108,498,786,62,748,100,28100,37300,0.418,39
Platt College-Aurora,CO,1,3,3,26,321,0,0,40172,1,0.083,0.066,0.72972973,32500,,0,5,,,0.5417,0.8125,425.4483692,40994,53500,,36700,63900,,0.553571429,0.680672269,0,38101,,0.6,,,,,39,35,20300,31900,0.824,5
Purdue University Global-Davenport,IA,0,3,1,17,40336,11184,0.8574,21413,0.4773,0.153,0.116,0.213630406,11875,0.311644466,0,5,9319,754,0.5746,0.5071,280.878535,27064,24600,4700,12400,39100,66700,0.189450534,0.255960094,0.8502001,17759,0.415918112,1,15147,50516,24002,4229,25333,2898,33500,40100,0.432,1
Purdue University Global-Cedar Falls,IA,0,3,1,22,282,39,0.563,23502,0.2692,0.153,0.116,0.213630406,11875,0.311644466,0,5,9319,754,0.6729,0.6028,280.878535,27064,24600,4700,12400,39100,66700,0.189450534,0.255960094,0.8502001,13009,0.415918112,0,15147,50516,24002,4229,25333,2898,33500,40100,0.432,1
Paul Mitchell the School-Boise,ID,1,1,3,-2,359,0,0.034,22508,0.6216,0.075,0.061,0.632653061,7753,0.474137931,0,5,,17,0.5487,0.5515,98.59392855,9500,17800,,7200,27700,,0.343434343,0.447761194,0,18546,0.243589744,0.6279,41,146,,,82,16,13800,19200,0.247,49
Christian Life College,IL,1,0,2,24,,0,,0,0,,,,,,,,,,NULL,NULL,,,,,,,,,,#DIV/0!,0,,0,,,,,,,,,,0
Educators of Beauty College of Cosmetology-Rockford,IL,0,1,3,-2,120,0,0,14621,0.6,0.049,0.102,0.737864078,8389,,5,10,6000,23,0.675,0.6,99.63175938,9600,14100,4100,8400,21800,32400,0.237113402,0.272727273,0,11249,,0.6364,29,137,,,83,20,15200,19800,0.139,46
Northwestern College,IL,1,2,3,10,1071,0,0.5427,28662,0.3111,0.1,0.194,0.28511822,12667,0.233390119,0,5,8959,70,0.8182,0.9137,212.1948909,20446,24900,4900,14000,36200,47300,0.15070491,0.224145999,0.945758,23199,0.367346939,0,282,1667,680,39,656,63,31900,33100,0.425,95
Douglas J Aveda Institute,MI,1,1,3,-2,1290,0,0,21539,0.6541,0.063,0.112,0.677581864,6750,0.472852912,5,15,9633,216,0.5209,0.6217,86.89757514,8373,21500,4600,12400,31000,45000,0.397001304,0.434447301,0.9382872,18348,0.074652778,0.8688,129,729,745,49,564,230,22200,27800,0.325,112
Ross Medical Education Center-Brighton,MI,1,1,3,-2,113,0,0,20816,0.8485,0.094,0.228,0.586245147,8938,0.313795568,0,5,10022,46,0.5133,0.6018,98.59392855,9500,22400,4600,12100,30400,33700,0.268834688,0.310010764,0.9156961,17912,0.204052098,0.7931,238,1003,1651,152,959,844,14800,24900,0.33,21
Ross Medical Education Center-Ann Arbor,MI,0,1,3,-2,144,0,0,22202,0.7037,0.094,0.228,0.586245147,8938,0.313795568,0,5,10022,46,0.6319,0.6597,98.59392855,9500,22400,4600,12100,30400,33700,0.268834688,0.310010764,0.9156961,18181,0.204052098,0.5909,238,1003,1651,152,959,844,14800,24900,0.33,19
Taylortown School of Beauty Inc,MI,1,1,3,-2,401,0,0,22769,0.2824,0,0.222,0.474683544,9500,0.298245614,0,10,3896,22,0.6584,0.5561,167.6096785,16150,,,,,,0.238095238,0.267175573,0.8544304,18418,0.488372093,0.4043,,,135,23,,,,,,124
Pike-Lincoln Technical Center,MO,1,1,1,-2,31,0,0.0606,12665,0.6364,0.152,0.069,,9500,,0,5,,,0.6452,0.5806,,,32400,,,,,0.442307692,0.41509434,0,5906,,0.5,,,,,,,,,0.581,19
West Virginia Junior College-United Career Institute,PA,0,2,3,10,153,0,0,21445,0.6667,0.068,0.014,0.601918465,7632,0.441558442,0,10,6618,73,0.7949,0.8846,94.60865818,9116,18400,3000,8500,28000,33300,0.330434783,0.398692811,0.9736211,15198,0.28708134,0.75,74,285,406,11,368,49,19400,24000,0.249,15
Bethel Seminary-San Diego,CA,0,4,2,24,,192,,0,0,0.022,0.024,0.597730139,17250,0.867944622,5,15,24000,308,NULL,NULL,223.1336278,21500,41100,11800,27600,60000,70400,0.76770041,0.790286976,0.9596469,0,0.138075314,0,63,1256,761,32,348,445,35700,52600,0.743,0
St Charles Community College,MO,1,2,1,1,9349,0,0.4599,7364,0.2234,0.097,0.106,0.164772727,4750,0.582089552,0,5,,,0.204,0.0727,88.93172356,8569,28800,6900,17800,41400,49600,0.399558499,0.449275362,0.3252841,2999,0.480507706,0.649,188,1528,458,950,1170,238,25100,36300,0.521,387
Brandman University,CA,1,3,2,17,5280,6182,0.7028,29792,0,0.024,0.052,0.38563327,19587,0.504867872,0,5,11213,58,0.4101,0.4716,243.3920855,23452,41500,,26500,61300,,0.429909669,0.499520307,0.8311279,26864,0.242668622,0,25,250,1319,268,1128,459,,,0.728,3
New College of Florida,FL,1,3,1,21,872,24,0,20624,0.6009,0.01,0.019,0.5,10020,0.744,0,10,10061,42,0.3222,0.3174,163.1366277,15719,23400,5700,14100,34200,51100,0.675675676,0.70661157,0.7666667,7991,0.111111111,0.7588,30,129,115,35,92,58,,,0.403,95
Montana Bible College,MT,1,3,2,-2,,0,,0,0,,,,,,,,,,NULL,NULL,,,,,,,,,,#DIV/0!,0,,0,,,,,,,,,,0
Conservatory of Recording Arts and Sciences,AZ,1,1,3,-2,836,0,0,22066,0.75,0.12,0.182,0.794820717,8344,0.460890493,10,20,13895,219,0.3828,0.5455,86.5966042,8344,27100,5500,14900,40300,57100,0.425510204,0.46653144,0.9083665,18841,0.205069124,0.3975,113,789,456,46,345,157,38800,42800,0.487,152
Adrian's College of Beauty Turlock,CA,1,1,3,-2,174,0,0,19671,0.7851,0.171,0.18,0.730769231,7250,,5,10,9900,22,0.6609,0.5517,96.10313457,9260,15300,,6600,24700,,0.331288344,0.347058824,0,16052,,0.7531,61,138,,,,,,,0.167,68
California Career School,CA,1,1,3,-2,247,0,0,0,0.854,0,,,,,,,,,0.0162,0,,,,,,,,,,#DIV/0!,0,,0,,,,,,,,,,0
Rolf Institute of Structural Integration,CO,1,1,2,-2,122,0,0,38586,0.6944,0,0.017,,7716,,0,5,,,0.1557,0.5082,,,,,,,,0.707317073,0.714285714,0,33778,,0,,,,,,,,,,1
Sunstate Academy,FL,1,1,2,-2,584,0,0.0223,29917,0.6071,0.076,0.055,0.610837438,7235,0.292,0,5,3980,33,0.6284,0.6096,87.76935303,8457,16700,3600,9000,27800,33600,0.192904656,0.231277533,0.8965517,23569,0.269911504,0.8261,78,344,182,21,191,12,16900,20600,0.244,28
Elizabeth Grady School of Esthetics and Massage Therapy,MA,1,1,3,-2,347,0,0.3258,20185,0.8857,0.076,0.093,,5207,0.694915254,0,5,4228,22,0.3573,0.4726,63.45297676,6114,22200,,13200,38200,,0.639053254,0.646706587,0.877551,17673,,0,,,86,12,63,35,26700,37000,0.404,27
Ross Medical Education Center-Port Huron,MI,0,1,3,-2,109,0,0,21003,0.8636,0.13,0.225,0.80244898,9097,0.268484531,0,5,3890,29,0.6147,0.6055,98.59392855,9500,19000,3600,10800,27500,33700,0.237238494,0.276789408,0.9110204,17436,0.174978867,0.7059,350,1558,1116,109,1088,137,14900,22000,0.236,22
Capri Institute of Hair Design-Clifton,NJ,1,1,3,-2,277,0,0.4452,23890,0.5926,0.112,0.086,0.555555556,7071,0.388349515,0,5,,,0.6137,0.3249,83.00570953,7998,18000,5200,9600,29400,43600,0.307692308,0.335526316,0.8680556,18763,,0.7778,43,152,125,19,132,12,19700,26500,0.289,33
Raphael's School of Beauty Culture Inc-Alliance,OH,1,1,3,-2,273,0,0,13940,0.6857,0.04,0.081,0.391891892,6251,0.357142857,0,5,,,0.3956,0.3883,77.83731202,7500,14600,,7200,23800,,0.248062016,0.2265625,0,12354,0.306666667,0.64,29,132,,,,,,,0.197,36
Metro Technology Centers,OK,1,1,1,-2,1365,0,0.6547,11071,0.5388,0.134,0.118,0.563573883,9500,0.462462463,0,5,,,0.1842,0.0929,98.59392855,9500,35500,6100,17000,53900,62100,0.383429672,0.404214559,0.6013746,8103,0.22983871,0.5758,111,489,175,116,257,34,25000,38000,0.605,6
Hussian College-Daymar College Bowling Green,KY,0,2,3,23,408,0,0.4524,25716,0.9905,0.084,0.25,,9392,0.210656753,0,5,11400,177,0.4479,0.5486,197.9039604,19069,18700,4000,10100,28900,39200,0.150560598,0.205882353,#DIV/0!,23910,,0,473,1965,,,,,17900,25700,0.265,31
Luna Community College,NM,1,2,1,6,1771,0,0.5238,9083,0.1826,0.141,0.283,0.279411765,3500,0.431034483,0,5,,,0.2151,0.0309,43.58889473,4200,21700,4100,12300,33700,56600,0.268722467,0.286919831,0.2022059,3039,0.52020202,0.4767,51,309,55,217,,,24300,33000,0.337,29
Grabber School of Hair Design,MO,1,1,3,-2,274,0,0.2968,16436,0.7241,0.103,0.047,0.640350877,9654,,0,10,7680,29,0.5474,0.6387,100.8252648,9715,21400,5500,,,32400,0.28057554,0.281690141,0,12399,,0.8857,,,,,94,20,19500,25400,0.256,66
Yeshivah Gedolah Rabbinical College,FL,1,3,2,24,25,0,0,17300,0,,,,,,,,,,0.375,0,,,,,,,,,,0,8427,,0.25,,,,,,,,,,3
University of the District of Columbia-David A Clarke School of Law,DC,0,4,1,31,,319,,0,0,0.127,0.15,0.175141243,12500,0.387254902,0,5,12333,35,NULL,NULL,268.6840228,25889,29100,4400,15000,45000,60500,0.235461802,0.306220096,0.6755448,0,0.428915663,0,204,1066,837,402,1084,155,29300,39400,0.528,0
Raphael's School of Beauty Culture Inc-Brunswick,OH,0,1,3,-2,99,0,0.4793,14090,0.7273,0.062,0.115,0.358778626,7348,0.2265625,0,5,,13,0.4141,0.404,85.66255645,8254,15200,,8900,22400,,0.182608696,0.23628692,0.9083969,11525,0.428571429,0.9,33,154,119,12,,,14500,19200,0.117,10
Caribbean University-Ponce,PR,0,3,2,22,725,306,0.3554,9076,0.2646,0.212,0.169,0.139163498,6000,0.346938776,0,5,4000,39,0.7359,0.4992,98.59392855,9500,15900,2100,8400,24000,34500,0.247180451,0.319642857,0.2646388,3078,0.372585097,0.8261,987,1595,348,967,1294,21,17100,21400,0.179,36
Caribbean University-Vega Baja,PR,0,3,2,22,283,27,0.36,8415,0.2584,0.212,0.169,0.139163498,6000,0.346938776,0,5,4000,39,0.874,0.4055,98.59392855,9500,15900,2100,8400,24000,34500,0.247180451,0.319642857,0.2646388,2647,0.372585097,0.7143,987,1595,348,967,1294,21,17100,21400,0.179,16
University of Advancing Technology,AZ,1,3,3,28,936,32,0,31834,0.2258,0.09,0.109,0.257425743,12878,0.604,10,20,22761,143,0.4637,0.579,280.2143233,27000,33700,8100,18500,54200,80800,0.443526171,0.504,0.8745875,22215,0.385650224,0.5761,58,522,265,38,224,79,43800,57700,0.59,79
Paradise Valley Community College,AZ,1,1,1,2,12427,0,0.6656,12224,0.2174,0.149,0.145,0.047212742,3938,,0,5,,,0.2046,0.0904,72.64815788,7000,30300,4800,18200,43200,59700,0.30371049,0.357720119,0.4914676,7945,0.422794118,0.6467,284,1371,864,894,1528,230,37200,40500,0.539,238
Chandler-Gilbert Community College,AZ,1,1,1,3,19559,0,0.5911,12166,0.2358,0.167,0.091,0.091460772,3752,,0,5,,15,0.1611,0.0841,64.86442668,6250,32200,7700,18200,47100,66400,0.34909688,0.403100775,0.5361942,8136,0.429168845,0.6885,239,1487,1237,1070,1877,430,38100,45800,0.58,310
HSHS St. John's Hospital School of Clinical Laboratory Science,IL,0,1,2,-2,,0,0,0,0,0,0,,16504,,0,5,,,NULL,NULL,,,,,,,,,,0,0,,0,,,,,13,30,,,,0
Madison Media Institute,WI,1,1,3,11,198,0,0,21339,0.5217,0.192,,0.397476341,11065,0.475949367,0,5,14587,21,0.6847,0.8649,124.2387283,11971,24700,4700,14700,35100,43800,0.338011696,0.366473988,0.8927445,17424,0.318627451,0.8571,43,350,283,34,210,107,20300,34400,0.414,45
Great Plains Technology Center,OK,1,1,1,-2,292,0,0.3256,11795,0.7079,0,,0.683168317,,,,,,,0.3185,0,,,30500,5700,13500,41700,53000,,,0,6162,,0.8633,26,120,,,,,24000,36700,0.542,34
Roane-Jackson Technical Center,WV,1,1,1,-2,38,0,0,11338,0.875,0,,0.458333333,,,,,,,0.7895,0,,,24800,,,,,,,0,4130,,0.7619,,,,,,,16900,30500,0.431,9
Pioneer Technology Center,OK,1,1,1,-2,522,0,0.3401,10422,0.6957,0,,0.567567568,,,,,,,0.1341,0,,,21500,,,,,,,0,5280,,0.7447,,,,,,,19600,28400,0.296,21
Portage Lakes Career Center,OH,1,1,1,-2,117,0,0,18636,0.7714,0.131,0.142,,6333,0.488372093,0,5,,,0.5385,0.5385,102.0499052,9833,25200,9800,14000,37100,53600,0.459016393,0.488188976,0,14531,,0.7097,25,107,,,31,10,23800,35200,0.458,7
Eastern College of Health Vocations-New Orleans,LA,0,1,3,-2,156,0,0,15496,0.7,0.122,0.198,0.695178849,3799,0.473684211,0,5,,,0.7628,0.8141,41.68966432,4017,18000,2500,11000,27300,31900,0.440934066,0.412,0.807154,12925,0.210069444,0,169,726,519,124,608,35,14100,22300,0.223,84
Bell Mar Beauty College,IL,1,1,3,-2,124,0,0.8111,10439,0.6,0,,,,,,,,,0.5726,0,,,,,,,,,,0,4719,,0.7727,,,,,,,11900,21500,,16
Caddo Kiowa Technology Center,OK,1,1,1,-2,513,0,0.767,8556,0.7321,0,,0.453333333,,,,,,,0.2203,0,,,14300,3000,4300,22500,44600,,,0,4097,,0.5854,74,153,,,,,21000,24200,0.176,3
Oswego County BOCES,NY,1,1,1,-2,97,0,0,20584,0.8571,0.019,0.228,,5500,,0,10,,,0.6598,0.8247,74.26717397,7156,28300,,,,,0.396825397,0.461538462,0,15395,,0.5238,,,,,50,16,21900,31900,0.514,10
International School of Skin Nailcare & Massage Therapy,GA,1,1,3,-2,379,0,0,28570,0.6667,0.076,0.168,0.661354582,5915,0.345132743,0,5,,16,0.4063,0.3799,64.64648221,6229,22200,3700,12000,33000,44200,0.307377049,0.347474748,0.8685259,22044,0.171568627,0.8,44,194,218,33,209,42,23500,28300,0.335,4
Palomar Institute of Cosmetology,CA,1,1,3,-2,224,0,0,16838,0.902,0.125,0.098,0.828571429,5850,,0,10,2720,21,0.4911,0.4911,64.07567525,6174,22800,3200,10500,33600,45800,0.494949495,0.532338309,0,13668,,0.7222,54,174,,,85,20,20400,24500,0.374,16
Southern Oklahoma Technology Center,OK,1,1,1,-2,718,0,0.4414,14578,0.7368,0,,0.714285714,,,,,,,0.1031,0,,,25400,,,,,,,0,11336,,0.8261,,,,,,,22200,33200,0.455,12
Vista College,TX,1,1,3,7,5798,0,0,22302,0.5292,0.09,0.227,0.547303271,12667,0.162295082,25,35,6411,534,0.6582,0.5322,160.656212,15480,20400,3100,12400,29200,39300,0.129780834,0.172479391,0.8659004,16354,0.312872975,0.5953,204,1008,2938,455,3217,176,19100,25700,0.27,820
Autry Technology Center,OK,1,1,1,-2,778,0,0.6816,0,0.7368,0,,0.615384615,,,,,,,0.1555,0,,,23500,2000,11700,34400,54900,,,0,0,0.152777778,0.6316,,,,,,,22800,35500,0.398,0
Greene County Vocational School District,OH,1,1,1,-2,44,0,0,12166,1,0.076,0.202,0.701754386,6800,,0,5,,,0.3636,0.5,,,33600,,,,,0.375886525,0.4375,0.8070175,9843,,0,,,46,11,45,12,21200,33800,0.598,12
Canadian Valley Technology Center,OK,1,1,1,-2,1811,0,0.4174,8277,0.5761,0,,0.510869565,,,,,,,0.0762,0,,,21700,4700,10200,38200,51300,,,0,3591,0.333333333,0.7949,49,175,,,,,21800,27800,0.394,16
Wilkes-Barre Area Career and Technical Center Practical Nursing,PA,1,1,1,-2,244,0,0,17432,0.9118,0.128,0.142,0.690265487,12778,0.423357664,0,5,,12,0.7131,0.6803,183.4677336,17678,34800,6400,19000,42600,52500,0.390862944,0.421568628,0.8672566,14261,0.19047619,0.5909,,,98,15,96,17,18600,37200,0.62,16
Meridian Technology Center,OK,1,1,1,-2,946,0,0.8651,0,0.66,0,,0.597560976,,,,,,,0.055,0,,,24500,3400,12500,39100,49500,,,0,0,,0.7241,25,105,,,,,21400,31300,0.457,0
Waynesville Career Center,MO,1,1,1,-2,50,0,0,35257,0.8088,0.152,0.116,,9500,0.583333333,0,5,,,0.56,0.44,,,,,,,,0.405405405,0.480519481,0.7045455,30016,,1,,,31,13,,,17000,32900,,29
Capitol School of Hairstyling and Esthetics,NE,1,1,3,-2,201,0,0.2056,15431,0.8485,0.03,0.081,0.810810811,6333,0.776595745,5,15,6652,36,0.4129,0.8557,69.1610463,6664,21100,4600,13400,31800,41200,0.730994152,0.715116279,0,13320,,0.9867,,,,,40,34,18400,27600,0.348,104
Morris County Vocational School District,NJ,1,1,1,-2,61,0,0,21540,0.9545,0.04,0.092,,,,0,5,,,0.4918,0.7869,,,,,,,,0.529411765,0.617647059,0.7317073,15620,,0.963,,,30,11,26,15,,,,1
Ross Medical Education Center-Roosevelt Park,MI,0,1,3,-2,281,0,0,22888,0.8324,0.13,0.225,0.80244898,9097,0.268484531,0,5,3890,29,0.6904,0.6121,98.59392855,9500,19000,3600,10800,27500,33700,0.237238494,0.276789408,0.9110204,18717,0.174978867,0.7797,350,1558,1116,109,1088,137,14900,22000,0.236,55
Ross Medical Education Center-Kentwood,MI,0,1,3,-2,288,0,0,22633,0.7771,0.091,0.226,0.737726098,9298,0.323882225,0,5,,14,0.6076,0.625,98.59392855,9500,21700,4700,12000,30200,34500,0.28109029,0.317717206,0.8914729,19188,0.182638106,0.7436,141,825,690,84,664,110,15400,24600,0.319,79
